urn|work|title_eng|notes|urn_status|created_by|edited_by
urn:cite:perseus:catwk.1241.1|urn:cts:greekLit:tlg0515.tlg003|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1242.1|urn:cts:greekLit:tlg0516.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1243.1|urn:cts:greekLit:tlg0517.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1244.1|urn:cts:greekLit:tlg0518.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1245.1|urn:cts:greekLit:tlg0519.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1246.1|urn:cts:greekLit:tlg0520.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1247.1|urn:cts:greekLit:tlg0521.tlg008|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1248.1|urn:cts:greekLit:tlg0523.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1249.1|urn:cts:greekLit:tlg0523.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1250.1|urn:cts:greekLit:tlg0524.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1251.1|urn:cts:greekLit:tlg0525.tlg001|Description of Greece||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1252.1|urn:cts:greekLit:tlg0526.tlg004|The Jewish War||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1253.1|urn:cts:greekLit:tlg0526.tlg002|Life of Josephus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1254.1|urn:cts:greekLit:tlg0526.tlg001|Jewish Antiquities||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1255.1|urn:cts:greekLit:tlg0526.tlg003|Against Apion||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1256.1|urn:cts:greekLit:tlg0527.tlg038|Micah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1257.1|urn:cts:greekLit:tlg0527.tlg021|Tobit||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1258.1|urn:cts:greekLit:tlg0527.tlg049|Jeremiah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1259.1|urn:cts:greekLit:tlg0527.tlg033|Wisdom||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1260.1|urn:cts:greekLit:tlg0527.tlg039|Joel||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1261.1|urn:cts:greekLit:tlg0527.tlg056|Daniel||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1262.1|urn:cts:greekLit:tlg0527.tlg001|Genesis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1263.1|urn:cts:greekLit:tlg0527.tlg031|Canticles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1264.1|urn:cts:greekLit:tlg0527.tlg032|Job||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1265.1|urn:cts:greekLit:tlg0527.tlg045|Haggai||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1266.1|urn:cts:greekLit:tlg0527.tlg027|Psalm||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1267.1|urn:cts:greekLit:tlg0527.tlg003|Leviticus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1268.1|urn:cts:greekLit:tlg0527.tlg046|Zechariah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1269.1|urn:cts:greekLit:tlg0527.tlg037|Amos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1270.1|urn:cts:greekLit:tlg0527.tlg041|Jonah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1271.1|urn:cts:greekLit:tlg0527.tlg005|Deuteronomy||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1272.1|urn:cts:greekLit:tlg0527.tlg018|2 Esdras||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1273.1|urn:cts:greekLit:tlg0527.tlg017|1 Esdras||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1274.1|urn:cts:greekLit:tlg0527.tlg034|Ecclesiasticus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1275.1|urn:cts:greekLit:tlg0527.tlg004|Numbers||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1276.1|urn:cts:greekLit:tlg0527.tlg015|1 Chronicles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1277.1|urn:cts:greekLit:tlg0527.tlg030|Ecclesiastes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1278.1|urn:cts:greekLit:tlg0527.tlg043|Habakkuk||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1279.1|urn:cts:greekLit:tlg0527.tlg019|Esther||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1280.1|urn:cts:greekLit:tlg0527.tlg048|Isaiah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1281.1|urn:cts:greekLit:tlg0527.tlg016|2 Chronicles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1282.1|urn:cts:greekLit:tlg0527.tlg023|1 Maccabees||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1283.1|urn:cts:greekLit:tlg0527.tlg051|Lamentations||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1284.1|urn:cts:greekLit:tlg0527.tlg010|Ruth||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1285.1|urn:cts:greekLit:tlg0527.tlg042|Nahum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1286.1|urn:cts:greekLit:tlg0527.tlg047|Malachi||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1287.1|urn:cts:greekLit:tlg0527.tlg044|Zephaniah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1288.1|urn:cts:greekLit:tlg0527.tlg050|Baruch||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1289.1|urn:cts:greekLit:tlg0527.tlg014|2 Kings||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1290.1|urn:cts:greekLit:tlg0527.tlg008|Judges||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1291.1|urn:cts:greekLit:tlg0527.tlg040|Obadiah||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1292.1|urn:cts:greekLit:tlg0527.tlg013|1 Kings||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1293.1|urn:cts:greekLit:tlg0527.tlg029|Proverbs||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1294.1|urn:cts:greekLit:tlg0527.tlg006|Joshua||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1295.1|urn:cts:greekLit:tlg0527.tlg024|2 Maccabees||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1296.1|urn:cts:greekLit:tlg0527.tlg011|1 Samuel||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1297.1|urn:cts:greekLit:tlg0527.tlg020|Judith||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1298.1|urn:cts:greekLit:tlg0527.tlg002|Exodus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1299.1|urn:cts:greekLit:tlg0527.tlg012|2 Samuel||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1300.1|urn:cts:greekLit:tlg0527.tlg036|Hosea||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1301.1|urn:cts:greekLit:tlg0527.tlg053|Ezekiel||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1302.1|urn:cts:greekLit:tlg0532.tlg001|Leucippe et Clitophon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1303.1|urn:cts:greekLit:tlg0533.tlg009|Hecale||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1304.1|urn:cts:greekLit:tlg0533.tlg004|Epigrams, Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1305.1|urn:cts:greekLit:tlg0533.tlg007|Iambi||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1306.1|urn:cts:greekLit:tlg0533.tlg003|Epigrams||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1307.1|urn:cts:greekLit:tlg0533.tlg005|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1308.1|urn:cts:greekLit:tlg0533.tlg016|Hymn to Apollo||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1309.1|urn:cts:greekLit:tlg0533.tlg011|Epigrammatum Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1310.1|urn:cts:greekLit:tlg0533.tlg017|Hymn to Artemis||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1311.1|urn:cts:greekLit:tlg0533.tlg015|Hymn to Zeus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1312.1|urn:cts:greekLit:tlg0533.tlg018|Hymn to Delos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1313.1|urn:cts:greekLit:tlg0533.tlg020|Hymn to Demeter||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1314.1|urn:cts:greekLit:tlg0533.tlg006|Aetia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1315.1|urn:cts:greekLit:tlg0533.tlg019|Hymn to Athena||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1316.1|urn:cts:greekLit:tlg0533.tlg013|Incertae Sedis Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1317.1|urn:cts:greekLit:tlg0535.tlg003|Fragmenta Historica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1318.1|urn:cts:greekLit:tlg0535.tlg001|On the Twelve Years||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1319.1|urn:cts:greekLit:tlg0536.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1320.1|urn:cts:greekLit:tlg0537.tlg016|Epistularum Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1321.1|urn:cts:greekLit:tlg0537.tlg013|Ratae Sententiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1322.1|urn:cts:greekLit:tlg0537.tlg014|Gnomologium Vaticanum Epicureum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1323.1|urn:cts:greekLit:tlg0537.tlg012|Epistula ad Menoeceum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1324.1|urn:cts:greekLit:tlg0537.tlg010|Epistula Prima Ad Herodotum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1325.1|urn:cts:greekLit:tlg0537.tlg017|Incertae Sedis Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1326.1|urn:cts:greekLit:tlg0537.tlg011|Epistula Secunda ad Pythoclem||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1327.1|urn:cts:greekLit:tlg0537.tlg015|Perditorum Librorum Reliquiae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1328.1|urn:cts:greekLit:tlg0538.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1329.1|urn:cts:greekLit:tlg0539.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1330.1|urn:cts:greekLit:tlg0540.tlg012|Against Eratosthenes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1331.1|urn:cts:greekLit:tlg0540.tlg031|Against Philon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1332.1|urn:cts:greekLit:tlg0540.tlg026|On the Scrutiny of Evandros||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1333.1|urn:cts:greekLit:tlg0540.tlg015|Against Alcibiades 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1334.1|urn:cts:greekLit:tlg0540.tlg018|On the Confiscation of the Property of the Brother of
		Nicias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1335.1|urn:cts:greekLit:tlg0540.tlg035|Fragmenta,Lys.Fr…S (Orat. Att. ii p. 170),none||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1336.1|urn:cts:greekLit:tlg0540.tlg032|Against Diogeiton||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1337.1|urn:cts:greekLit:tlg0540.tlg002|Funeral Oration||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1338.1|urn:cts:greekLit:tlg0540.tlg008|Accusation of Calumny||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1339.1|urn:cts:greekLit:tlg0540.tlg001|On the Murder of Eratosthenes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1340.1|urn:cts:greekLit:tlg0540.tlg021|Defence against a Charge of Taking Bribes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1341.1|urn:cts:greekLit:tlg0540.tlg019|On the Property of Aristophanes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1342.1|urn:cts:greekLit:tlg0540.tlg022|Against the Corn Dealers||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1343.1|urn:cts:greekLit:tlg0540.tlg029|Against Philocrates||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1344.1|urn:cts:greekLit:tlg0540.tlg016|For Mantitheus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1345.1|urn:cts:greekLit:tlg0540.tlg007|On the Olive Stump||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1346.1|urn:cts:greekLit:tlg0540.tlg010|Against Theomnestus 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1347.1|urn:cts:greekLit:tlg0540.tlg005|For Callias||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1348.1|urn:cts:greekLit:tlg0540.tlg024|On the Refusal of a Pension||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1349.1|urn:cts:greekLit:tlg0540.tlg006|Against Andocides||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1350.1|urn:cts:greekLit:tlg0540.tlg014|Against Alcibiades 1||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1351.1|urn:cts:greekLit:tlg0540.tlg009|For the Soldier||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1352.1|urn:cts:greekLit:tlg0540.tlg033|Olympic Oration||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1353.1|urn:cts:greekLit:tlg0540.tlg013|Against Agoratus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1354.1|urn:cts:greekLit:tlg0540.tlg003|Against Simon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1355.1|urn:cts:greekLit:tlg0540.tlg011|Against Theomnestus 2||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1356.1|urn:cts:greekLit:tlg0540.tlg004|On a Wound by Premeditation||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1357.1|urn:cts:greekLit:tlg0540.tlg017|On the Property of Eraton||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1358.1|urn:cts:greekLit:tlg0540.tlg028|Against Ergocles||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1359.1|urn:cts:greekLit:tlg0540.tlg020|For Polystratus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1360.1|urn:cts:greekLit:tlg0540.tlg030|Against Nicomachus||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1361.1|urn:cts:greekLit:tlg0540.tlg034|Against the Subversion of the Ancestral Constitution of
		Athens||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1362.1|urn:cts:greekLit:tlg0540.tlg027|Against Epicrates and his Fellow Envoys||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1363.1|urn:cts:greekLit:tlg0540.tlg025|Defence against a Charge of subverting the Democracy||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1364.1|urn:cts:greekLit:tlg0540.tlg023|Against Pancleon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1365.1|urn:cts:greekLit:tlg0541.tlg041|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1366.1|urn:cts:greekLit:tlg0541.tlg022|Coneazomenarum fragmentum aliunde notum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1367.1|urn:cts:greekLit:tlg0541.tlg011|Herois fragmenta aliunde nota ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1368.1|urn:cts:greekLit:tlg0541.tlg010|Heros||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1369.1|urn:cts:greekLit:tlg0541.tlg025|Periciromene||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1370.1|urn:cts:greekLit:tlg0541.tlg026|Periciromenae fragmenta aliunde nota||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1371.1|urn:cts:greekLit:tlg0541.tlg004|Georgi fragmenta aliunde nota||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1372.1|urn:cts:greekLit:tlg0541.tlg009|Epitrepontes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1373.1|urn:cts:greekLit:tlg0541.tlg028|Perinthiae fragmenta aliunde nota||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1374.1|urn:cts:greekLit:tlg0541.tlg021|Coneazomenae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1375.1|urn:cts:greekLit:tlg0541.tlg020|Colacis Fragmenta aliunde nota||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1376.1|urn:cts:greekLit:tlg0541.tlg027|Perinthia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1377.1|urn:cts:greekLit:tlg0541.tlg044|Epigrammata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1378.1|urn:cts:greekLit:tlg0541.tlg034|Fabula Incerta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1379.1|urn:cts:greekLit:tlg0541.tlg018|Citharistae fragmenta aliunde nota||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1380.1|urn:cts:greekLit:tlg0541.tlg033|Phasma||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1381.1|urn:cts:greekLit:tlg0541.tlg039|Fragmenta (CAF)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1382.1|urn:cts:greekLit:tlg0541.tlg019|Colax||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1383.1|urn:cts:greekLit:tlg0541.tlg003|Georgius||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1384.1|urn:cts:greekLit:tlg0541.tlg029|Samia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1385.1|urn:cts:greekLit:tlg0541.tlg017|Citharista||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1386.1|urn:cts:greekLit:tlg0541.tlg008|Epitrepontum fragmenta.||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1387.1|urn:cts:greekLit:tlg0542.tlg001|Onomasticon||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1388.1|urn:cts:greekLit:tlg0543.tlg001|Histories||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1389.1|urn:cts:greekLit:tlg0544.tlg002|adversus Mathematicos||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1390.1|urn:cts:greekLit:tlg0544.tlg001|Pyrrhoniae hypotyposes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1391.1|urn:cts:greekLit:tlg0545.tlg002|Varia Historia||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1392.1|urn:cts:greekLit:tlg0545.tlg001|De Natura Animalium||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1393.1|urn:cts:greekLit:tlg0545.tlg003|Epistulae Rusticae||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1394.1|urn:cts:greekLit:tlg0545.tlg004|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1395.1|urn:cts:greekLit:tlg0547.tlg001|Rhetorica ad Alexandrum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1396.1|urn:cts:greekLit:tlg0548.tlg002|Epitome||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1397.1|urn:cts:greekLit:tlg0548.tlg001|Library||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1398.1|urn:cts:greekLit:tlg0549.tlg005|Fragmenta Historica||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1399.1|urn:cts:greekLit:tlg0550.tlg001|Conica/Conicorum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1400.1|urn:cts:greekLit:tlg0551.tlg010|Numidian Affairs||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1401.1|urn:cts:greekLit:tlg0551.tlg007|Wars in Spain||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1402.1|urn:cts:greekLit:tlg0551.tlg009|Punic Wars||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1403.1|urn:cts:greekLit:tlg0551.tlg005|Gallic History||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1404.1|urn:cts:greekLit:tlg0551.tlg004|Samnite History||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1405.1|urn:cts:greekLit:tlg0551.tlg011|Macedonian Affairs||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1406.1|urn:cts:greekLit:tlg0551.tlg001|Preface||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1407.1|urn:cts:greekLit:tlg0551.tlg002|Kings||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1408.1|urn:cts:greekLit:tlg0551.tlg008|Hannibalic War||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1409.1|urn:cts:greekLit:tlg0551.tlg012|Illyrian Wars||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1410.1|urn:cts:greekLit:tlg0551.tlg003|Italy||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.1411.1|urn:cts:greekLit:tlg0551.tlg017|Civil Wars||published|feed_aggregator|feed_aggregator
